TOP.66ba5c2b.0002db06	START
TOP.66ba7865.000e3a66	user_options->limit	0
TOP.66ba7865.000e3a66	user_options->skip	0
TOP.66ba7865.000e3a66	user_options->attack_mode	100
TOP.66ba7865.000e3a66	user_options->benchmark	0
TOP.66ba7865.000e3a66	user_options->benchmark_all	0
TOP.66ba7865.000e3a66	user_options->bitmap_max	18
TOP.66ba7865.000e3a66	user_options->bitmap_min	16
TOP.66ba7865.000e3a66	user_options->debug_mode	0
TOP.66ba7865.000e3a66	user_options->hash_info	0
TOP.66ba7865.000e3a66	user_options->force	0
TOP.66ba7865.000e3a66	user_options->hwmon_disable	0
TOP.66ba7865.000e3a66	user_options->hwmon_temp_abort	90
TOP.66ba7865.000e3a66	user_options->hash_mode	0
TOP.66ba7865.000e3a66	user_options->hex_charset	0
TOP.66ba7865.000e3a66	user_options->hex_salt	0
TOP.66ba7865.000e3a66	user_options->hex_wordlist	0
TOP.66ba7865.000e3a66	user_options->hook_threads	0
TOP.66ba7865.000e3a66	user_options->identify	0
TOP.66ba7865.000e3a66	user_options->increment	0
TOP.66ba7865.000e3a66	user_options->increment_max	256
TOP.66ba7865.000e3a66	user_options->increment_min	1
TOP.66ba7865.000e3a66	user_options->keep_guessing	0
TOP.66ba7865.000e3a66	user_options->kernel_accel	0
TOP.66ba7865.000e3a66	user_options->kernel_loops	0
TOP.66ba7865.000e3a66	user_options->kernel_threads	0
TOP.66ba7865.000e3a66	user_options->keyspace	0
TOP.66ba7865.000e3a66	user_options->left	0
TOP.66ba7865.000e3a66	user_options->logfile_disable	0
TOP.66ba7865.000e3a66	user_options->loopback	0
TOP.66ba7865.000e3a66	user_options->machine_readable	0
TOP.66ba7865.000e3a66	user_options->markov_classic	0
TOP.66ba7865.000e3a66	user_options->markov_disable	0
TOP.66ba7865.000e3a66	user_options->markov_inverse	0
TOP.66ba7865.000e3a66	user_options->markov_threshold	256
TOP.66ba7865.000e3a66	user_options->multiply_accel_disable	0
TOP.66ba7865.000e3a66	user_options->backend_info	0
TOP.66ba7865.000e3a66	user_options->backend_vector_width	0
TOP.66ba7865.000e3a66	user_options->optimized_kernel_enable	0
TOP.66ba7865.000e3a66	user_options->outfile_autohex	1
TOP.66ba7865.000e3a66	user_options->outfile_check_timer	5
TOP.66ba7865.000e3a66	user_options->outfile_format	3
TOP.66ba7865.000e3a66	user_options->wordlist_autohex_disable	0
TOP.66ba7865.000e3a66	user_options->potfile_disable	0
TOP.66ba7865.000e3a66	user_options->progress_only	0
TOP.66ba7865.000e3a66	user_options->quiet	1
TOP.66ba7865.000e3a66	user_options->remove	0
TOP.66ba7865.000e3a66	user_options->remove_timer	60
TOP.66ba7865.000e3a66	user_options->restore	0
TOP.66ba7865.000e3a66	user_options->restore_disable	1
TOP.66ba7865.000e3a66	user_options->restore_timer	1
TOP.66ba7865.000e3a66	user_options->rp_files_cnt	0
TOP.66ba7865.000e3a66	user_options->rp_gen	0
TOP.66ba7865.000e3a66	user_options->rp_gen_func_max	4
TOP.66ba7865.000e3a66	user_options->rp_gen_func_min	1
TOP.66ba7865.000e3a66	user_options->rp_gen_seed	0
TOP.66ba7865.000e3a66	user_options->runtime	0
TOP.66ba7865.000e3a66	user_options->scrypt_tmto	0
TOP.66ba7865.000e3a66	user_options->segment_size	33554432
TOP.66ba7865.000e3a66	user_options->self_test_disable	0
TOP.66ba7865.000e3a66	user_options->slow_candidates	0
TOP.66ba7865.000e3a66	user_options->show	1
TOP.66ba7865.000e3a66	user_options->speed_only	0
TOP.66ba7865.000e3a66	user_options->spin_damp	0
TOP.66ba7865.000e3a66	user_options->status	0
TOP.66ba7865.000e3a66	user_options->status_json	0
TOP.66ba7865.000e3a66	user_options->status_timer	10
TOP.66ba7865.000e3a66	user_options->stdout_flag	0
TOP.66ba7865.000e3a66	user_options->usage	0
TOP.66ba7865.000e3a66	user_options->username	0
TOP.66ba7865.000e3a66	user_options->veracrypt_pim_start	485
TOP.66ba7865.000e3a66	user_options->veracrypt_pim_stop	485
TOP.66ba7865.000e3a66	user_options->version	0
TOP.66ba7865.000e3a66	user_options->workload_profile	2
TOP.66ba7865.000e3a66	user_options->brain_client	0
TOP.66ba7865.000e3a66	user_options->brain_client_features	2
TOP.66ba7865.000e3a66	user_options->brain_server	0
TOP.66ba7865.000e3a66	user_options->brain_server_timer	300
TOP.66ba7865.000e3a66	user_options->brain_port	6863
TOP.66ba7865.000e3a66	user_options->brain_session	0
TOP.66ba7865.000e3a66	proc_start	1723496549
TOP.66ba7865.000e3a66	proc_stop	1723496550
TOP.66ba7865.000e3a66	STOP
TOP.66ba7885.00005649	START
TOP.66ba7885.00005649	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\hashcat
TOP.66ba7885.00005649	folder_config->install_dir	.
TOP.66ba7885.00005649	folder_config->profile_dir	.
TOP.66ba7885.00005649	folder_config->session_dir	.
TOP.66ba7885.00005649	folder_config->shared_dir	.
TOP.66ba7885.00005649	user_options->encoding_from	utf-8
TOP.66ba7885.00005649	user_options->encoding_to	utf-8
TOP.66ba7885.00005649	user_options->outfile	output.txt
TOP.66ba7885.00005649	user_options->rule_buf_l	:
TOP.66ba7885.00005649	user_options->rule_buf_r	:
TOP.66ba7885.00005649	user_options->session	show
TOP.66ba7885.00005649	user_options->separator	:
TOP.66ba7885.00005649	user_options->limit	0
TOP.66ba7885.00005649	user_options->skip	0
TOP.66ba7885.00005649	user_options->attack_mode	100
TOP.66ba7885.00005649	user_options->benchmark	0
TOP.66ba7885.00005649	user_options->benchmark_all	0
TOP.66ba7885.00005649	user_options->bitmap_max	18
TOP.66ba7885.00005649	user_options->bitmap_min	16
TOP.66ba7885.00005649	user_options->debug_mode	0
TOP.66ba7885.00005649	user_options->hash_info	0
TOP.66ba7885.00005649	user_options->force	0
TOP.66ba7885.00005649	user_options->hwmon_disable	0
TOP.66ba7885.00005649	user_options->hwmon_temp_abort	90
TOP.66ba7885.00005649	user_options->hash_mode	0
TOP.66ba7885.00005649	user_options->hex_charset	0
TOP.66ba7885.00005649	user_options->hex_salt	0
TOP.66ba7885.00005649	user_options->hex_wordlist	0
TOP.66ba7885.00005649	user_options->hook_threads	0
TOP.66ba7885.00005649	user_options->identify	0
TOP.66ba7885.00005649	user_options->increment	0
TOP.66ba7885.00005649	user_options->increment_max	256
TOP.66ba7885.00005649	user_options->increment_min	1
TOP.66ba7885.00005649	user_options->keep_guessing	0
TOP.66ba7885.00005649	user_options->kernel_accel	0
TOP.66ba7885.00005649	user_options->kernel_loops	0
TOP.66ba7885.00005649	user_options->kernel_threads	0
TOP.66ba7885.00005649	user_options->keyspace	0
TOP.66ba7885.00005649	user_options->left	0
TOP.66ba7885.00005649	user_options->logfile_disable	0
TOP.66ba7885.00005649	user_options->loopback	0
TOP.66ba7885.00005649	user_options->machine_readable	0
TOP.66ba7885.00005649	user_options->markov_classic	0
TOP.66ba7885.00005649	user_options->markov_disable	0
TOP.66ba7885.00005649	user_options->markov_inverse	0
TOP.66ba7885.00005649	user_options->markov_threshold	256
TOP.66ba7885.00005649	user_options->multiply_accel_disable	0
TOP.66ba7885.00005649	user_options->backend_info	0
TOP.66ba7885.00005649	user_options->backend_vector_width	0
TOP.66ba7885.00005649	user_options->optimized_kernel_enable	0
TOP.66ba7885.00005649	user_options->outfile_autohex	1
TOP.66ba7885.00005649	user_options->outfile_check_timer	5
TOP.66ba7885.00005649	user_options->outfile_format	3
TOP.66ba7885.00005649	user_options->wordlist_autohex_disable	0
TOP.66ba7885.00005649	user_options->potfile_disable	0
TOP.66ba7885.00005649	user_options->progress_only	0
TOP.66ba7885.00005649	user_options->quiet	1
TOP.66ba7885.00005649	user_options->remove	0
TOP.66ba7885.00005649	user_options->remove_timer	60
TOP.66ba7885.00005649	user_options->restore	0
TOP.66ba7885.00005649	user_options->restore_disable	1
TOP.66ba7885.00005649	user_options->restore_timer	1
TOP.66ba7885.00005649	user_options->rp_files_cnt	0
TOP.66ba7885.00005649	user_options->rp_gen	0
TOP.66ba7885.00005649	user_options->rp_gen_func_max	4
TOP.66ba7885.00005649	user_options->rp_gen_func_min	1
TOP.66ba7885.00005649	user_options->rp_gen_seed	0
TOP.66ba7885.00005649	user_options->runtime	0
TOP.66ba7885.00005649	user_options->scrypt_tmto	0
TOP.66ba7885.00005649	user_options->segment_size	33554432
TOP.66ba7885.00005649	user_options->self_test_disable	0
TOP.66ba7885.00005649	user_options->slow_candidates	0
TOP.66ba7885.00005649	user_options->show	1
TOP.66ba7885.00005649	user_options->speed_only	0
TOP.66ba7885.00005649	user_options->spin_damp	0
TOP.66ba7885.00005649	user_options->status	0
TOP.66ba7885.00005649	user_options->status_json	0
TOP.66ba7885.00005649	user_options->status_timer	10
TOP.66ba7885.00005649	user_options->stdout_flag	0
TOP.66ba7885.00005649	user_options->usage	0
TOP.66ba7885.00005649	user_options->username	0
TOP.66ba7885.00005649	user_options->veracrypt_pim_start	485
TOP.66ba7885.00005649	user_options->veracrypt_pim_stop	485
TOP.66ba7885.00005649	user_options->version	0
TOP.66ba7885.00005649	user_options->workload_profile	2
TOP.66ba7885.00005649	user_options->brain_client	0
TOP.66ba7885.00005649	user_options->brain_client_features	2
TOP.66ba7885.00005649	user_options->brain_server	0
TOP.66ba7885.00005649	user_options->brain_server_timer	300
TOP.66ba7885.00005649	user_options->brain_port	6863
TOP.66ba7885.00005649	user_options->brain_session	0
TOP.66ba7885.00005649	proc_start	1723496581
TOP.66ba7885.00005649	proc_stop	1723496581
TOP.66ba7885.00005649	STOP
TOP.66ba78b0.00064af7	START
TOP.66ba78b0.00064af7	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\hashcat
TOP.66ba78b0.00064af7	folder_config->install_dir	.
TOP.66ba78b0.00064af7	folder_config->profile_dir	.
TOP.66ba78b0.00064af7	folder_config->session_dir	.
TOP.66ba78b0.00064af7	folder_config->shared_dir	.
TOP.66ba78b0.00064af7	user_options->encoding_from	utf-8
TOP.66ba78b0.00064af7	user_options->encoding_to	utf-8
TOP.66ba78b0.00064af7	user_options->outfile	output.txt
TOP.66ba78b0.00064af7	user_options->rule_buf_l	:
TOP.66ba78b0.00064af7	user_options->rule_buf_r	:
TOP.66ba78b0.00064af7	user_options->session	show
TOP.66ba78b0.00064af7	user_options->separator	:
TOP.66ba78b0.00064af7	user_options->limit	0
TOP.66ba78b0.00064af7	user_options->skip	0
TOP.66ba78b0.00064af7	user_options->attack_mode	100
TOP.66ba78b0.00064af7	user_options->benchmark	0
TOP.66ba78b0.00064af7	user_options->benchmark_all	0
TOP.66ba78b0.00064af7	user_options->bitmap_max	18
TOP.66ba78b0.00064af7	user_options->bitmap_min	16
TOP.66ba78b0.00064af7	user_options->debug_mode	0
TOP.66ba78b0.00064af7	user_options->hash_info	0
TOP.66ba78b0.00064af7	user_options->force	0
TOP.66ba78b0.00064af7	user_options->hwmon_disable	0
TOP.66ba78b0.00064af7	user_options->hwmon_temp_abort	90
TOP.66ba78b0.00064af7	user_options->hash_mode	0
TOP.66ba78b0.00064af7	user_options->hex_charset	0
TOP.66ba78b0.00064af7	user_options->hex_salt	0
TOP.66ba78b0.00064af7	user_options->hex_wordlist	0
TOP.66ba78b0.00064af7	user_options->hook_threads	0
TOP.66ba78b0.00064af7	user_options->identify	0
TOP.66ba78b0.00064af7	user_options->increment	0
TOP.66ba78b0.00064af7	user_options->increment_max	256
TOP.66ba78b0.00064af7	user_options->increment_min	1
TOP.66ba78b0.00064af7	user_options->keep_guessing	0
TOP.66ba78b0.00064af7	user_options->kernel_accel	0
TOP.66ba78b0.00064af7	user_options->kernel_loops	0
TOP.66ba78b0.00064af7	user_options->kernel_threads	0
TOP.66ba78b0.00064af7	user_options->keyspace	0
TOP.66ba78b0.00064af7	user_options->left	0
TOP.66ba78b0.00064af7	user_options->logfile_disable	0
TOP.66ba78b0.00064af7	user_options->loopback	0
TOP.66ba78b0.00064af7	user_options->machine_readable	0
TOP.66ba78b0.00064af7	user_options->markov_classic	0
TOP.66ba78b0.00064af7	user_options->markov_disable	0
TOP.66ba78b0.00064af7	user_options->markov_inverse	0
TOP.66ba78b0.00064af7	user_options->markov_threshold	256
TOP.66ba78b0.00064af7	user_options->multiply_accel_disable	0
TOP.66ba78b0.00064af7	user_options->backend_info	0
TOP.66ba78b0.00064af7	user_options->backend_vector_width	0
TOP.66ba78b0.00064af7	user_options->optimized_kernel_enable	0
TOP.66ba78b0.00064af7	user_options->outfile_autohex	1
TOP.66ba78b0.00064af7	user_options->outfile_check_timer	5
TOP.66ba78b0.00064af7	user_options->outfile_format	3
TOP.66ba78b0.00064af7	user_options->wordlist_autohex_disable	0
TOP.66ba78b0.00064af7	user_options->potfile_disable	0
TOP.66ba78b0.00064af7	user_options->progress_only	0
TOP.66ba78b0.00064af7	user_options->quiet	1
TOP.66ba78b0.00064af7	user_options->remove	0
TOP.66ba78b0.00064af7	user_options->remove_timer	60
TOP.66ba78b0.00064af7	user_options->restore	0
TOP.66ba78b0.00064af7	user_options->restore_disable	1
TOP.66ba78b0.00064af7	user_options->restore_timer	1
TOP.66ba78b0.00064af7	user_options->rp_files_cnt	0
TOP.66ba78b0.00064af7	user_options->rp_gen	0
TOP.66ba78b0.00064af7	user_options->rp_gen_func_max	4
TOP.66ba78b0.00064af7	user_options->rp_gen_func_min	1
TOP.66ba78b0.00064af7	user_options->rp_gen_seed	0
TOP.66ba78b0.00064af7	user_options->runtime	0
TOP.66ba78b0.00064af7	user_options->scrypt_tmto	0
TOP.66ba78b0.00064af7	user_options->segment_size	33554432
TOP.66ba78b0.00064af7	user_options->self_test_disable	0
TOP.66ba78b0.00064af7	user_options->slow_candidates	0
TOP.66ba78b0.00064af7	user_options->show	1
TOP.66ba78b0.00064af7	user_options->speed_only	0
TOP.66ba78b0.00064af7	user_options->spin_damp	0
TOP.66ba78b0.00064af7	user_options->status	0
TOP.66ba78b0.00064af7	user_options->status_json	0
TOP.66ba78b0.00064af7	user_options->status_timer	10
TOP.66ba78b0.00064af7	user_options->stdout_flag	0
TOP.66ba78b0.00064af7	user_options->usage	0
TOP.66ba78b0.00064af7	user_options->username	0
TOP.66ba78b0.00064af7	user_options->veracrypt_pim_start	485
TOP.66ba78b0.00064af7	user_options->veracrypt_pim_stop	485
TOP.66ba78b0.00064af7	user_options->version	0
TOP.66ba78b0.00064af7	user_options->workload_profile	2
TOP.66ba78b0.00064af7	user_options->brain_client	0
TOP.66ba78b0.00064af7	user_options->brain_client_features	2
TOP.66ba78b0.00064af7	user_options->brain_server	0
TOP.66ba78b0.00064af7	user_options->brain_server_timer	300
TOP.66ba78b0.00064af7	user_options->brain_port	6863
TOP.66ba78b0.00064af7	user_options->brain_session	0
TOP.66ba78b0.00064af7	proc_start	1723496624
TOP.66ba78b0.00064af7	proc_stop	1723496625
TOP.66ba78b0.00064af7	STOP
TOP.66ba78ce.00088c5e	START
TOP.66ba78ce.00088c5e	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\hashcat
TOP.66ba78ce.00088c5e	folder_config->install_dir	.
TOP.66ba78ce.00088c5e	folder_config->profile_dir	.
TOP.66ba78ce.00088c5e	folder_config->session_dir	.
TOP.66ba78ce.00088c5e	folder_config->shared_dir	.
TOP.66ba78ce.00088c5e	user_options->encoding_from	utf-8
TOP.66ba78ce.00088c5e	user_options->encoding_to	utf-8
TOP.66ba78ce.00088c5e	user_options->outfile	../output.txt
TOP.66ba78ce.00088c5e	user_options->rule_buf_l	:
TOP.66ba78ce.00088c5e	user_options->rule_buf_r	:
TOP.66ba78ce.00088c5e	user_options->session	show
TOP.66ba78ce.00088c5e	user_options->separator	:
TOP.66ba78ce.00088c5e	user_options->limit	0
TOP.66ba78ce.00088c5e	user_options->skip	0
TOP.66ba78ce.00088c5e	user_options->attack_mode	100
TOP.66ba78ce.00088c5e	user_options->benchmark	0
TOP.66ba78ce.00088c5e	user_options->benchmark_all	0
TOP.66ba78ce.00088c5e	user_options->bitmap_max	18
TOP.66ba78ce.00088c5e	user_options->bitmap_min	16
TOP.66ba78ce.00088c5e	user_options->debug_mode	0
TOP.66ba78ce.00088c5e	user_options->hash_info	0
TOP.66ba78ce.00088c5e	user_options->force	0
TOP.66ba78ce.00088c5e	user_options->hwmon_disable	0
TOP.66ba78ce.00088c5e	user_options->hwmon_temp_abort	90
TOP.66ba78ce.00088c5e	user_options->hash_mode	0
TOP.66ba78ce.00088c5e	user_options->hex_charset	0
TOP.66ba78ce.00088c5e	user_options->hex_salt	0
TOP.66ba78ce.00088c5e	user_options->hex_wordlist	0
TOP.66ba78ce.00088c5e	user_options->hook_threads	0
TOP.66ba78ce.00088c5e	user_options->identify	0
TOP.66ba78ce.00088c5e	user_options->increment	0
TOP.66ba78ce.00088c5e	user_options->increment_max	256
TOP.66ba78ce.00088c5e	user_options->increment_min	1
TOP.66ba78ce.00088c5e	user_options->keep_guessing	0
TOP.66ba78ce.00088c5e	user_options->kernel_accel	0
TOP.66ba78ce.00088c5e	user_options->kernel_loops	0
TOP.66ba78ce.00088c5e	user_options->kernel_threads	0
TOP.66ba78ce.00088c5e	user_options->keyspace	0
TOP.66ba78ce.00088c5e	user_options->left	0
TOP.66ba78ce.00088c5e	user_options->logfile_disable	0
TOP.66ba78ce.00088c5e	user_options->loopback	0
TOP.66ba78ce.00088c5e	user_options->machine_readable	0
TOP.66ba78ce.00088c5e	user_options->markov_classic	0
TOP.66ba78ce.00088c5e	user_options->markov_disable	0
TOP.66ba78ce.00088c5e	user_options->markov_inverse	0
TOP.66ba78ce.00088c5e	user_options->markov_threshold	256
TOP.66ba78ce.00088c5e	user_options->multiply_accel_disable	0
TOP.66ba78ce.00088c5e	user_options->backend_info	0
TOP.66ba78ce.00088c5e	user_options->backend_vector_width	0
TOP.66ba78ce.00088c5e	user_options->optimized_kernel_enable	0
TOP.66ba78ce.00088c5e	user_options->outfile_autohex	1
TOP.66ba78ce.00088c5e	user_options->outfile_check_timer	5
TOP.66ba78ce.00088c5e	user_options->outfile_format	3
TOP.66ba78ce.00088c5e	user_options->wordlist_autohex_disable	0
TOP.66ba78ce.00088c5e	user_options->potfile_disable	0
TOP.66ba78ce.00088c5e	user_options->progress_only	0
TOP.66ba78ce.00088c5e	user_options->quiet	1
TOP.66ba78ce.00088c5e	user_options->remove	0
TOP.66ba78ce.00088c5e	user_options->remove_timer	60
TOP.66ba78ce.00088c5e	user_options->restore	0
TOP.66ba78ce.00088c5e	user_options->restore_disable	1
TOP.66ba78ce.00088c5e	user_options->restore_timer	1
TOP.66ba78ce.00088c5e	user_options->rp_files_cnt	0
TOP.66ba78ce.00088c5e	user_options->rp_gen	0
TOP.66ba78ce.00088c5e	user_options->rp_gen_func_max	4
TOP.66ba78ce.00088c5e	user_options->rp_gen_func_min	1
TOP.66ba78ce.00088c5e	user_options->rp_gen_seed	0
TOP.66ba78ce.00088c5e	user_options->runtime	0
TOP.66ba78ce.00088c5e	user_options->scrypt_tmto	0
TOP.66ba78ce.00088c5e	user_options->segment_size	33554432
TOP.66ba78ce.00088c5e	user_options->self_test_disable	0
TOP.66ba78ce.00088c5e	user_options->slow_candidates	0
TOP.66ba78ce.00088c5e	user_options->show	1
TOP.66ba78ce.00088c5e	user_options->speed_only	0
TOP.66ba78ce.00088c5e	user_options->spin_damp	0
TOP.66ba78ce.00088c5e	user_options->status	0
TOP.66ba78ce.00088c5e	user_options->status_json	0
TOP.66ba78ce.00088c5e	user_options->status_timer	10
TOP.66ba78ce.00088c5e	user_options->stdout_flag	0
TOP.66ba78ce.00088c5e	user_options->usage	0
TOP.66ba78ce.00088c5e	user_options->username	0
TOP.66ba78ce.00088c5e	user_options->veracrypt_pim_start	485
TOP.66ba78ce.00088c5e	user_options->veracrypt_pim_stop	485
TOP.66ba78ce.00088c5e	user_options->version	0
TOP.66ba78ce.00088c5e	user_options->workload_profile	2
TOP.66ba78ce.00088c5e	user_options->brain_client	0
TOP.66ba78ce.00088c5e	user_options->brain_client_features	2
TOP.66ba78ce.00088c5e	user_options->brain_server	0
TOP.66ba78ce.00088c5e	user_options->brain_server_timer	300
TOP.66ba78ce.00088c5e	user_options->brain_port	6863
TOP.66ba78ce.00088c5e	user_options->brain_session	0
TOP.66ba78ce.00088c5e	proc_start	1723496654
TOP.66ba78ce.00088c5e	proc_stop	1723496655
TOP.66ba78ce.00088c5e	STOP
TOP.66ba791f.000ce653	START
TOP.66ba791f.000ce653	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\hashcat
TOP.66ba791f.000ce653	folder_config->install_dir	.
TOP.66ba791f.000ce653	folder_config->profile_dir	.
TOP.66ba791f.000ce653	folder_config->session_dir	.
TOP.66ba791f.000ce653	folder_config->shared_dir	.
TOP.66ba791f.000ce653	user_options->encoding_from	utf-8
TOP.66ba791f.000ce653	user_options->encoding_to	utf-8
TOP.66ba791f.000ce653	user_options->outfile	../output.txt
TOP.66ba791f.000ce653	user_options->rule_buf_l	:
TOP.66ba791f.000ce653	user_options->rule_buf_r	:
TOP.66ba791f.000ce653	user_options->session	show
TOP.66ba791f.000ce653	user_options->separator	:
TOP.66ba791f.000ce653	user_options->limit	0
TOP.66ba791f.000ce653	user_options->skip	0
TOP.66ba791f.000ce653	user_options->attack_mode	100
TOP.66ba791f.000ce653	user_options->benchmark	0
TOP.66ba791f.000ce653	user_options->benchmark_all	0
TOP.66ba791f.000ce653	user_options->bitmap_max	18
TOP.66ba791f.000ce653	user_options->bitmap_min	16
TOP.66ba791f.000ce653	user_options->debug_mode	0
TOP.66ba791f.000ce653	user_options->hash_info	0
TOP.66ba791f.000ce653	user_options->force	0
TOP.66ba791f.000ce653	user_options->hwmon_disable	0
TOP.66ba791f.000ce653	user_options->hwmon_temp_abort	90
TOP.66ba791f.000ce653	user_options->hash_mode	0
TOP.66ba791f.000ce653	user_options->hex_charset	0
TOP.66ba791f.000ce653	user_options->hex_salt	0
TOP.66ba791f.000ce653	user_options->hex_wordlist	0
TOP.66ba791f.000ce653	user_options->hook_threads	0
TOP.66ba791f.000ce653	user_options->identify	0
TOP.66ba791f.000ce653	user_options->increment	0
TOP.66ba791f.000ce653	user_options->increment_max	256
TOP.66ba791f.000ce653	user_options->increment_min	1
TOP.66ba791f.000ce653	user_options->keep_guessing	0
TOP.66ba791f.000ce653	user_options->kernel_accel	0
TOP.66ba791f.000ce653	user_options->kernel_loops	0
TOP.66ba791f.000ce653	user_options->kernel_threads	0
TOP.66ba791f.000ce653	user_options->keyspace	0
TOP.66ba791f.000ce653	user_options->left	0
TOP.66ba791f.000ce653	user_options->logfile_disable	0
TOP.66ba791f.000ce653	user_options->loopback	0
TOP.66ba791f.000ce653	user_options->machine_readable	0
TOP.66ba791f.000ce653	user_options->markov_classic	0
TOP.66ba791f.000ce653	user_options->markov_disable	0
TOP.66ba791f.000ce653	user_options->markov_inverse	0
TOP.66ba791f.000ce653	user_options->markov_threshold	256
TOP.66ba791f.000ce653	user_options->multiply_accel_disable	0
TOP.66ba791f.000ce653	user_options->backend_info	0
TOP.66ba791f.000ce653	user_options->backend_vector_width	0
TOP.66ba791f.000ce653	user_options->optimized_kernel_enable	0
TOP.66ba791f.000ce653	user_options->outfile_autohex	1
TOP.66ba791f.000ce653	user_options->outfile_check_timer	5
TOP.66ba791f.000ce653	user_options->outfile_format	3
TOP.66ba791f.000ce653	user_options->wordlist_autohex_disable	0
TOP.66ba791f.000ce653	user_options->potfile_disable	0
TOP.66ba791f.000ce653	user_options->progress_only	0
TOP.66ba791f.000ce653	user_options->quiet	1
TOP.66ba791f.000ce653	user_options->remove	0
TOP.66ba791f.000ce653	user_options->remove_timer	60
TOP.66ba791f.000ce653	user_options->restore	0
TOP.66ba791f.000ce653	user_options->restore_disable	1
TOP.66ba791f.000ce653	user_options->restore_timer	1
TOP.66ba791f.000ce653	user_options->rp_files_cnt	0
TOP.66ba791f.000ce653	user_options->rp_gen	0
TOP.66ba791f.000ce653	user_options->rp_gen_func_max	4
TOP.66ba791f.000ce653	user_options->rp_gen_func_min	1
TOP.66ba791f.000ce653	user_options->rp_gen_seed	0
TOP.66ba791f.000ce653	user_options->runtime	0
TOP.66ba791f.000ce653	user_options->scrypt_tmto	0
TOP.66ba791f.000ce653	user_options->segment_size	33554432
TOP.66ba791f.000ce653	user_options->self_test_disable	0
TOP.66ba791f.000ce653	user_options->slow_candidates	0
TOP.66ba791f.000ce653	user_options->show	1
TOP.66ba791f.000ce653	user_options->speed_only	0
TOP.66ba791f.000ce653	user_options->spin_damp	0
TOP.66ba791f.000ce653	user_options->status	0
TOP.66ba791f.000ce653	user_options->status_json	0
TOP.66ba791f.000ce653	user_options->status_timer	10
TOP.66ba791f.000ce653	user_options->stdout_flag	0
TOP.66ba791f.000ce653	user_options->usage	0
TOP.66ba791f.000ce653	user_options->username	0
TOP.66ba791f.000ce653	user_options->veracrypt_pim_start	485
TOP.66ba791f.000ce653	user_options->veracrypt_pim_stop	485
TOP.66ba791f.000ce653	user_options->version	0
TOP.66ba791f.000ce653	user_options->workload_profile	2
TOP.66ba791f.000ce653	user_options->brain_client	0
TOP.66ba791f.000ce653	user_options->brain_client_features	2
TOP.66ba791f.000ce653	user_options->brain_server	0
TOP.66ba791f.000ce653	user_options->brain_server_timer	300
TOP.66ba791f.000ce653	user_options->brain_port	6863
TOP.66ba791f.000ce653	user_options->brain_session	0
TOP.66ba791f.000ce653	proc_start	1723496735
TOP.66ba791f.000ce653	proc_stop	1723496736
TOP.66ba791f.000ce653	STOP
TOP.66ba7dd7.000df85e	START
TOP.66ba7dd7.000df85e	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\hashcat
TOP.66ba7dd7.000df85e	folder_config->install_dir	.
TOP.66ba7dd7.000df85e	folder_config->profile_dir	.
TOP.66ba7dd7.000df85e	folder_config->session_dir	.
TOP.66ba7dd7.000df85e	folder_config->shared_dir	.
TOP.66ba7dd7.000df85e	user_options->encoding_from	utf-8
TOP.66ba7dd7.000df85e	user_options->encoding_to	utf-8
TOP.66ba7dd7.000df85e	user_options->outfile	../output.txt
TOP.66ba7dd7.000df85e	user_options->rule_buf_l	:
TOP.66ba7dd7.000df85e	user_options->rule_buf_r	:
TOP.66ba7dd7.000df85e	user_options->session	show
TOP.66ba7dd7.000df85e	user_options->separator	:
TOP.66ba7dd7.000df85e	user_options->limit	0
TOP.66ba7dd7.000df85e	user_options->skip	0
TOP.66ba7dd7.000df85e	user_options->attack_mode	100
TOP.66ba7dd7.000df85e	user_options->benchmark	0
TOP.66ba7dd7.000df85e	user_options->benchmark_all	0
TOP.66ba7dd7.000df85e	user_options->bitmap_max	18
TOP.66ba7dd7.000df85e	user_options->bitmap_min	16
TOP.66ba7dd7.000df85e	user_options->debug_mode	0
TOP.66ba7dd7.000df85e	user_options->hash_info	0
TOP.66ba7dd7.000df85e	user_options->force	0
TOP.66ba7dd7.000df85e	user_options->hwmon_disable	0
TOP.66ba7dd7.000df85e	user_options->hwmon_temp_abort	90
TOP.66ba7dd7.000df85e	user_options->hash_mode	0
TOP.66ba7dd7.000df85e	user_options->hex_charset	0
TOP.66ba7dd7.000df85e	user_options->hex_salt	0
TOP.66ba7dd7.000df85e	user_options->hex_wordlist	0
TOP.66ba7dd7.000df85e	user_options->hook_threads	0
TOP.66ba7dd7.000df85e	user_options->identify	0
TOP.66ba7dd7.000df85e	user_options->increment	0
TOP.66ba7dd7.000df85e	user_options->increment_max	256
